
default_dir_path: ../../ply_data/rotation_only/

corresp_img_file_name: 

corresp_ply_file_name: 
s10-r101-d45.dat
s10.dat

img_file_path: 

ply_file_path: 
Rotation Point
Point: corresp_plypoint
               -5 -7.07106781186548               -15
-4.70710678118655 -8.07106781186548 -13.2928932188135
 -4.4142135623731 -9.07106781186548 -11.5857864376269
-4.12132034355964 -10.0710678118655 -9.87867965644036
-3.82842712474619 -11.0710678118655 -8.17157287525381
-3.53553390593274 -12.0710678118655 -6.46446609406726
-3.24264068711929 -13.0710678118655 -4.75735931288071
-2.94974746830583 -14.0710678118655 -3.05025253169417
-2.65685424949238 -15.0710678118655 -1.34314575050762
-2.36396103067893 -16.0710678118655 0.363961030678929
-2.07106781186548 -17.0710678118655  2.07106781186548
               -6 -5.65685424949238               -14
-5.70710678118655 -6.65685424949238 -12.2928932188135
 -5.4142135623731 -7.65685424949238 -10.5857864376269
-5.12132034355964 -8.65685424949238 -8.87867965644036
-4.82842712474619 -9.65685424949238 -7.17157287525381
-4.53553390593274 -10.6568542494924 -5.46446609406726
-4.24264068711929 -11.6568542494924 -3.75735931288071
-3.94974746830583 -12.6568542494924 -2.05025253169417
 -3.65685424949238  -13.6568542494924 -0.343145750507619
-3.36396103067893 -14.6568542494924  1.36396103067893
-3.07106781186548 -15.6568542494924  3.07106781186548
               -7 -4.24264068711928               -13
-6.70710678118655 -5.24264068711928 -11.2928932188135
 -6.4142135623731 -6.24264068711928  -9.5857864376269
-6.12132034355964 -7.24264068711928 -7.87867965644036
-5.82842712474619 -8.24264068711928 -6.17157287525381
-5.53553390593274 -9.24264068711928 -4.46446609406726
-5.24264068711929 -10.2426406871193 -2.75735931288071
-4.94974746830583 -11.2426406871193 -1.05025253169417
-4.65685424949238 -12.2426406871193 0.656854249492381
-4.36396103067893 -13.2426406871193  2.36396103067893
-4.07106781186548 -14.2426406871193  4.07106781186548
               -8 -2.82842712474619               -12
-7.70710678118655 -3.82842712474619 -10.2928932188135
-7.41421356237309 -4.82842712474619  -8.5857864376269
-7.12132034355964 -5.82842712474619 -6.87867965644036
-6.82842712474619 -6.82842712474619 -5.17157287525381
-6.53553390593274 -7.82842712474619 -3.46446609406726
-6.24264068711929 -8.82842712474619 -1.75735931288071
 -5.94974746830583  -9.82842712474619 -0.050252531694166
-5.65685424949238 -10.8284271247462  1.65685424949238
-5.36396103067893 -11.8284271247462  3.36396103067893
-5.07106781186548 -12.8284271247462  5.07106781186548
               -9 -1.41421356237309               -11
-8.70710678118655 -2.41421356237309 -9.29289321881345
 -8.4142135623731 -3.41421356237309  -7.5857864376269
-8.12132034355964 -4.41421356237309 -5.87867965644036
-7.82842712474619 -5.41421356237309 -4.17157287525381
-7.53553390593274 -6.41421356237309 -2.46446609406726
 -7.24264068711929  -7.41421356237309 -0.757359312880714
-6.94974746830583 -8.41421356237309 0.949747468305833
-6.65685424949238 -9.41421356237309  2.65685424949238
-6.36396103067893 -10.4142135623731  4.36396103067893
-6.07106781186548 -11.4142135623731  6.07106781186548
-10   0 -10
-9.70710678118655                -1 -8.29289321881345
-9.4142135623731               -2 -6.5857864376269
-9.12132034355964                -3 -4.87867965644036
-8.82842712474619                -4 -3.17157287525381
-8.53553390593274                -5 -1.46446609406726
-8.24264068711929                -6 0.242640687119286
-7.94974746830583                -7  1.94974746830583
-7.65685424949238                -8  3.65685424949238
-7.36396103067893                -9  5.36396103067893
-7.07106781186548               -10  7.07106781186548
             -11 1.41421356237309               -9
-10.7071067811865 0.414213562373095 -7.29289321881345
 -10.4142135623731 -0.585786437626905   -5.5857864376269
-10.1213203435596 -1.58578643762691 -3.87867965644036
-9.82842712474619  -2.5857864376269 -2.17157287525381
 -9.53553390593274   -3.5857864376269 -0.464466094067262
-9.24264068711929  -4.5857864376269  1.24264068711928
-8.94974746830583  -5.5857864376269  2.94974746830583
-8.65685424949238  -6.5857864376269  4.65685424949238
-8.36396103067893  -7.5857864376269  6.36396103067893
-8.07106781186548  -8.5857864376269  8.07106781186548
             -12 2.82842712474619               -8
-11.7071067811865  1.82842712474619 -6.29289321881345
-11.4142135623731  0.82842712474619  -4.5857864376269
 -11.1213203435596 -0.171572875253809  -2.87867965644036
-10.8284271247462 -1.17157287525381 -1.17157287525381
-10.5355339059327 -2.17157287525381 0.535533905932738
-10.2426406871193 -3.17157287525381  2.24264068711929
-9.94974746830583 -4.17157287525381  3.94974746830583
-9.65685424949238 -5.17157287525381  5.65685424949238
-9.36396103067893 -6.17157287525381  7.36396103067893
-9.07106781186548 -7.17157287525381  9.07106781186548
             -13 4.24264068711929               -7
-12.7071067811865  3.24264068711929 -5.29289321881345
-12.4142135623731  2.24264068711929 -3.58578643762691
-12.1213203435596  1.24264068711929 -1.87867965644036
-11.8284271247462 0.242640687119286 -0.17157287525381
 -11.5355339059327 -0.757359312880713   1.53553390593274
-11.2426406871193 -1.75735931288071  3.24264068711928
-10.9497474683058 -2.75735931288071  4.94974746830583
-10.6568542494924 -3.75735931288071  6.65685424949238
-10.3639610306789 -4.75735931288071  8.36396103067893
-10.0710678118655 -5.75735931288071  10.0710678118655
             -14 5.65685424949238               -6
-13.7071067811865  4.65685424949238 -4.29289321881345
-13.4142135623731  3.65685424949238 -2.58578643762691
 -13.1213203435596   2.65685424949238 -0.878679656440358
-12.8284271247462  1.65685424949238  0.82842712474619
-12.5355339059327 0.656854249492381  2.53553390593274
 -12.2426406871193 -0.343145750507618   4.24264068711928
-11.9497474683058 -1.34314575050762  5.94974746830583
-11.6568542494924 -2.34314575050762  7.65685424949238
-11.3639610306789 -3.34314575050762  9.36396103067893
-11.0710678118655 -4.34314575050762  11.0710678118655
             -15 7.07106781186548               -5
-14.7071067811865  6.07106781186548 -3.29289321881345
-14.4142135623731  5.07106781186548 -1.58578643762691
-14.1213203435596  4.07106781186548 0.121320343559642
-13.8284271247462  3.07106781186548  1.82842712474619
-13.5355339059327  2.07106781186548  3.53553390593274
-13.2426406871193  1.07106781186548  5.24264068711928
-12.9497474683058 0.071067811865477  6.94974746830583
 -12.6568542494924 -0.928932188134523   8.65685424949238
-12.3639610306789 -1.92893218813452  10.3639610306789
-12.0710678118655 -2.92893218813452  12.0710678118655
-3.29289321881345 -6.07106781186548 -14.7071067811865
               -3 -7.07106781186548               -13
-2.70710678118655 -8.07106781186548 -11.2928932188135
-2.41421356237309 -9.07106781186548  -9.5857864376269
-2.12132034355964 -10.0710678118655 -7.87867965644036
-1.82842712474619 -11.0710678118655 -6.17157287525381
-1.53553390593274 -12.0710678118655 -4.46446609406726
-1.24264068711929 -13.0710678118655 -2.75735931288071
-0.949747468305834  -14.0710678118655  -1.05025253169417
-0.656854249492381  -15.0710678118655  0.656854249492381
-0.363961030678929  -16.0710678118655   2.36396103067893
-4.29289321881345 -4.65685424949238 -13.7071067811865
               -4 -5.65685424949238               -12
-3.70710678118655 -6.65685424949238 -10.2928932188135
-3.41421356237309 -7.65685424949238  -8.5857864376269
-3.12132034355964 -8.65685424949238 -6.87867965644036
-2.82842712474619 -9.65685424949238 -5.17157287525381
-2.53553390593274 -10.6568542494924 -3.46446609406726
-2.24264068711929 -11.6568542494924 -1.75735931288071
 -1.94974746830583  -12.6568542494924 -0.050252531694167
-1.65685424949238 -13.6568542494924  1.65685424949238
-1.36396103067893 -14.6568542494924  3.36396103067893
-5.29289321881345 -3.24264068711929 -12.7071067811865
               -5 -4.24264068711928               -11
-4.70710678118655 -5.24264068711928 -9.29289321881345
 -4.4142135623731 -6.24264068711928  -7.5857864376269
-4.12132034355964 -7.24264068711928 -5.87867965644036
-3.82842712474619 -8.24264068711928 -4.17157287525381
-3.53553390593274 -9.24264068711928 -2.46446609406726
 -3.24264068711929  -10.2426406871193 -0.757359312880714
-2.94974746830583 -11.2426406871193 0.949747468305833
-2.65685424949238 -12.2426406871193  2.65685424949238
-2.36396103067893 -13.2426406871193  4.36396103067893
-6.29289321881345 -1.82842712474619 -11.7071067811865
               -6 -2.82842712474619               -10
-5.70710678118655 -3.82842712474619 -8.29289321881345
-5.41421356237309 -4.82842712474619  -6.5857864376269
-5.12132034355964 -5.82842712474619 -4.87867965644036
-4.82842712474619 -6.82842712474619 -3.17157287525381
-4.53553390593274 -7.82842712474619 -1.46446609406726
-4.24264068711928 -8.82842712474619 0.242640687119286
-3.94974746830583 -9.82842712474619  1.94974746830583
-3.65685424949238 -10.8284271247462  3.65685424949238
-3.36396103067893 -11.8284271247462  5.36396103067893
 -7.29289321881345 -0.414213562373095  -10.7071067811865
               -7 -1.41421356237309                -9
-6.70710678118655 -2.41421356237309 -7.29289321881345
-6.41421356237309 -3.41421356237309  -5.5857864376269
-6.12132034355964 -4.41421356237309 -3.87867965644036
-5.82842712474619 -5.41421356237309 -2.17157287525381
 -5.53553390593274  -6.41421356237309 -0.464466094067262
-5.24264068711928 -7.41421356237309  1.24264068711928
-4.94974746830583 -8.41421356237309  2.94974746830583
-4.65685424949238 -9.41421356237309  4.65685424949238
-4.36396103067893 -10.4142135623731  6.36396103067893
