# 併合されたデータ
# point
# データ数
50
# データ (ここから)
# 平面格子データ
# point
# データ数
# データ (ここから)
-7 1.33975 10
-9.5 5.66987 10
-12 10 10
-14.5 14.3301 10
-17 18.6603 10
-7 1.33975 5
-9.5 5.66987 5
-12 10 5
-14.5 14.3301 5
-17 18.6603 5
-7 1.33975 0
-9.5 5.66987 0
-12 10 0
-14.5 14.3301 0
-17 18.6603 0
-7 1.33975 -5
-9.5 5.66987 -5
-12 10 -5
-14.5 14.3301 -5
-17 18.6603 -5
-7 1.33975 -10
-9.5 5.66987 -10
-12 10 -10
-14.5 14.3301 -10
-17 18.6603 -10
# データ (ここまで)
# 平面格子データ
# point
# データ数
# データ (ここから)
-13 8.0718 8
-15 11.5359 8
-17 15 8
-19 18.4641 8
-21 21.9282 8
-13 8.0718 4
-15 11.5359 4
-17 15 4
-19 18.4641 4
-21 21.9282 4
-13 8.0718 0
-15 11.5359 0
-17 15 0
-19 18.4641 0
-21 21.9282 0
-13 8.0718 -4
-15 11.5359 -4
-17 15 -4
-19 18.4641 -4
-21 21.9282 -4
-13 8.0718 -8
-15 11.5359 -8
-17 15 -8
-19 18.4641 -8
-21 21.9282 -8
# データ (ここまで)
# データ (ここまで)
