# 原点中心の回転データ (回転軸ベクトル: ( 0.5 0.5 1 )t, 回転角: 75)
point
# データ数
1331
# データ (ここから)
-35.8602 -114.728 -124.706
-23.0323 -117.673 -109.647
-10.2043 -120.619 -94.5884
2.62366 -123.564 -79.5297
15.4516 -126.51 -64.4709
28.2796 -129.455 -49.4121
41.1075 -132.401 -34.3533
53.9355 -135.347 -19.2945
66.7635 -138.292 -4.23568
79.5914 -141.238 10.8231
92.4194 -144.183 25.8819
-49.1631 -107.081 -111.878
-36.3352 -110.026 -96.8193
-23.5072 -112.972 -81.7605
-10.6792 -115.917 -66.7017
2.14872 -118.863 -51.6429
14.9767 -121.808 -36.5841
27.8046 -124.754 -21.5253
40.6326 -127.7 -6.46652
53.4606 -130.645 8.59227
66.2885 -133.591 23.6511
79.1165 -136.536 38.7099
-62.466 -99.4338 -99.0501
-49.6381 -102.379 -83.9913
-36.8101 -105.325 -68.9325
-23.9821 -108.27 -53.8737
-11.1542 -111.216 -38.8149
1.67378 -114.161 -23.7561
14.5017 -117.107 -8.69735
27.3297 -120.053 6.36144
40.1577 -122.998 21.4202
52.9856 -125.944 36.479
65.8136 -128.889 51.5378
-75.7689 -91.7868 -86.2222
-62.941 -94.7323 -71.1634
-50.113 -97.6779 -56.1046
-37.285 -100.623 -41.0458
-24.4571 -103.569 -25.987
-11.6291 -106.514 -10.9282
1.19884 -109.46 4.1306
14.0268 -112.406 19.1894
26.8548 -115.351 34.2482
39.6827 -118.297 49.307
52.5107 -121.242 64.3658
-89.0718 -84.1398 -73.3942
-76.2439 -87.0853 -58.3354
-63.4159 -90.0309 -43.2766
-50.5879 -92.9764 -28.2178
-37.76 -95.922 -13.159
-24.932 -98.8675 1.89977
-12.1041 -101.813 16.9586
0.723895 -104.759 32.0174
13.5519 -107.704 47.0761
26.3798 -110.65 62.1349
39.2078 -113.595 77.1937
-102.375 -76.4928 -60.5662
-89.5468 -79.4383 -45.5074
-76.7188 -82.3839 -30.4487
-63.8908 -85.3294 -15.3899
-51.0629 -88.275 -0.331069
-38.2349 -91.2205 14.7277
-25.407 -94.1661 29.7865
-12.579 -97.1116 44.8453
0.248953 -100.057 59.9041
13.0769 -103.003 74.9629
25.9049 -105.948 90.0217
-115.678 -68.8458 -47.7383
-102.85 -71.7914 -32.6795
-90.0217 -74.7369 -17.6207
-77.1937 -77.6825 -2.5619
-64.3658 -80.628 12.4969
-51.5378 -83.5735 27.5557
-38.7099 -86.5191 42.6145
-25.8819 -89.4646 57.6733
-13.0539 -92.4102 72.7321
-0.225989 -95.3557 87.7909
12.602 -98.3013 102.85
-128.981 -61.1988 -34.9103
-116.153 -64.1444 -19.8515
-103.325 -67.0899 -4.79274
-90.4966 -70.0355 10.2661
-77.6687 -72.981 25.3248
-64.8407 -75.9266 40.3836
-52.0128 -78.8721 55.4424
-39.1848 -81.8177 70.5012
-26.3568 -84.7632 85.56
-13.5289 -87.7087 100.619
-0.700931 -90.6543 115.678
-142.283 -53.5519 -22.0824
-129.455 -56.4974 -7.02358
-116.627 -59.4429 8.03522
-103.8 -62.3885 23.094
-90.9716 -65.334 38.1528
-78.1436 -68.2796 53.2116
-65.3157 -71.2251 68.2704
-52.4877 -74.1707 83.3292
-39.6597 -77.1162 98.388
-26.8318 -80.0618 113.447
-14.0038 -83.0073 128.506
-155.586 -45.9049 -9.25441
-142.758 -48.8504 5.80438
-129.93 -51.796 20.8632
-117.102 -54.7415 35.922
-104.274 -57.687 50.9808
-91.4465 -60.6326 66.0396
-78.6186 -63.5781 81.0983
-65.7906 -66.5237 96.1571
-52.9626 -69.4692 111.216
-40.1347 -72.4148 126.275
-27.3067 -75.3603 141.334
-168.889 -38.2579 3.57355
-156.061 -41.2034 18.6323
-143.233 -44.149 33.6911
-130.405 -47.0945 48.7499
-117.577 -50.0401 63.8087
-104.749 -52.9856 78.8675
-91.9215 -55.9312 93.9263
-79.0935 -58.8767 108.985
-66.2655 -61.8222 124.044
-53.4376 -64.7678 139.103
-40.6096 -67.7133 154.161
-28.2132 -96.4836 -127.652
-15.3853 -99.4292 -112.593
-2.55731 -102.375 -97.534
10.2706 -105.32 -82.4752
23.0986 -108.266 -67.4164
35.9266 -111.211 -52.3576
48.7545 -114.157 -37.2988
61.5825 -117.102 -22.24
74.4104 -120.048 -7.18123
87.2384 -122.994 7.87757
100.066 -125.939 22.9364
-41.5161 -88.8366 -114.824
-28.6882 -91.7822 -99.7648
-15.8602 -94.7277 -84.706
-3.03225 -97.6733 -69.6472
9.7957 -100.619 -54.5884
22.6237 -103.564 -39.5297
35.4516 -106.51 -24.4709
48.2796 -109.455 -9.41206
61.1075 -112.401 5.64673
73.9355 -115.347 20.7055
86.7635 -118.292 35.7643
-54.819 -81.1897 -101.996
-41.9911 -84.1352 -86.9369
