0,2455.76
1,2455.67
2,2455.83
3,2455.17
4,2454.57
5,2454.3
6,2454.89
7,2455.16
8,2455.54
9,2456.57
10,2456.18
11,2455.52
12,2457.07
13,2457.47
14,2457.97
15,2456.9
16,2458.28
17,2459.23
18,2459.92
19,2459.8
20,2460.42
21,2460.66
22,2461.57
23,2462.14
24,2462.76
25,2463.36
26,2463.85
27,2465.14
28,2466.04
29,2467.04
30,2468.24
31,2469.42
32,2469.57
33,2470.58
34,2470.57
35,2470.65
36,2471.4
37,2472.01
38,2472.4
39,2472.89
40,2473.19
41,2474.13
42,2473.88
43,2473.65
44,2473.91
45,2473.74
46,2472.78
47,2472.84
48,2473.46
49,2472.97
50,2472.36
51,2472.06
52,2471.82
53,2471.1
54,2471.6
55,2471.12
56,2471.01
57,2471.42
58,2470.86
59,2471.81
60,2471.94
61,2472.01
62,2472.12
63,2471.95
64,2472.07
65,2472.86
66,2473.3
67,2472.4
68,2472.58
69,2473.09
70,2473.82
71,2473.25
72,2472.62
73,2472.62
74,2472.46
75,2472.48
76,2472.22
77,2472.45
78,2472.82
79,2473.08
80,2472.34
81,2472.25
82,2471.92
83,2471.68
84,2471.53
85,2470.96
86,2471.41
87,2471.09
88,2470.55
89,2470.74
90,2470.13
91,2469.32
92,2468.98
93,2467.95
94,2466.65
95,2465.01
96,2463.99
97,2462.4
98,2461.65
99,2461.16
100,2460.92
101,2460.76
102,2459.75
103,2458.46
104,2457.42
105,2456.96
106,2455.99
107,2454.32
108,2455.08
109,2454.41
110,2453.69
111,2453.16
112,2452.94
113,2452.59
114,2452.41
115,2451.89
116,2451.41
117,2450.89
118,2450.32
119,2450.51
120,2450.41
121,2451.68
122,2450.96
123,2449.55
124,2449.66
125,2450.69
126,2450.45
127,2450.07
128,2449.94
129,2450.54
130,2450.27
131,2450.37
132,2450.2
133,2450.73
134,2449.88
135,2448.74
136,2449.38
137,2449.32
138,2448.22
139,2446.86
140,2445.4
141,2445.22
142,2444.48
143,2443.97
144,2444.2
145,2443.17
146,2442.27
147,2441.39
148,2441.99
149,2440.23
150,2439.65
151,2438.94
152,2438.57
153,2437.53
154,2438.71
155,2438.44
156,2438.06
157,2438.26
158,2438.42
159,2438.17
160,2437.58
161,2436.91
162,2437.67
163,2437.57
164,2436.99
165,2436.33
166,2435.82
167,2435.41
168,2435.77
169,2435.42
170,2435.92
171,2435.59
172,2434.38
173,2433.69
174,2433.82
175,2434.19
176,2434.15
177,2434.52
178,2435.37
179,2434.85
180,2433.94
181,2434.99
182,2436.09
183,2436.87
184,2437.6
185,2438.55
186,2439.2
187,2440.19
188,2441.33
189,2442.69
190,2443.03
191,2443.11
192,2443.92
193,2444.91
194,2445.38
195,2445.31
196,2447.22
197,2447.83
198,2449.47
199,2450.45
200,2451.47
201,2452.38
202,2453.68
203,2454.93
204,2456.31
205,2457.02
206,2457.37
207,2457.34
208,2458.16
209,2460.76
210,2460.95
211,2461.93
212,2462.86
213,2463.31
214,2464.36
215,2465.21
216,2466.34
217,2468.3
218,2469.14
219,2469.88
220,2471.03
221,2472.23
222,2472.6
223,2475.09
224,2475.29
225,2475.9
226,2475.68
227,2476.88
228,2477.9
229,2478.32
230,2478.15
231,2479.31
232,2478.73
233,2478.75
234,2478.55
235,2479.66
236,2479.05
237,2478.68
238,2477.82
239,2477.06
240,2477.82
